Kingdom	Phylum	Class	Order	Family	Genus	Species
Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionia Incertae Sedis	Unknown Family	possible genus 02	NA
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	B122	NA	NA
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	NA
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	NA
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA	NA
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	flagellatus
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	NA
Bacteria	Firmicutes	Bacilli	Aneurinibacillales	Aneurinibacillaceae	Aneurinibacillus	migulanus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	chungangensis
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	luteolus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chungangia	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	indicus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	pycnus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	stabekisii
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	NA
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	NA
Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	ginsengisoli
Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	laterosporus
Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	NA
Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	NA	NA
Bacteria	Firmicutes	Bacilli	Entomoplasmatales	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	NA
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006	NA
Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	NA
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	uvarum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniibacillus	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	resinae
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	aestuarii
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	borealis
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	chinjuensis
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	curdlanolyticus
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	ihuae
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	pectinilyticus
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	puldeungensis
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	taihuensis
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	terreus
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Xylanibacillus	NA
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	NA
Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	NA
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	NA	NA
Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
Bacteria	Firmicutes	BRH-c20a	NA	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	butyricum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 11	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12	magnum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 5	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 6	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	maxima
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter	NA
Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Lutispora	NA	NA
Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Acetivibrio	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Anaerobacterium	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA	NA
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Sporacetigenium	NA
Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	NA
Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	NA	NA
Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	Desulfotomaculum	NA
Bacteria	Firmicutes	Incertae Sedis	DTU014	NA	NA	NA
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Anaerospora	NA
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Methylomusa	NA
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus	NA
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	NA
Bacteria	Firmicutes	Negativicutes	NA	NA	NA	NA
Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA	NA
Bacteria	Firmicutes	NA	NA	NA	NA	NA
Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	NA
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	agri
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	NA
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	terrae
Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobium	NA
Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	NA
Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA	NA
Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	NA	NA
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
Bacteria	Latescibacterota	NA	NA	NA	NA	NA
Bacteria	MBNT15	NA	NA	NA	NA	NA
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	NA
Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	27F-1492R	NA	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Aggregicoccus	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Angiococcus	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	gracilis
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Stigmatella	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA
Bacteria	Myxococcota	Myxococcia	Myxococcales	NA	NA	NA
Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
Bacteria	Myxococcota	Polyangia	FFCH16767	NA	NA	NA
Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA
Bacteria	Myxococcota	Polyangia	MSB-4B10	NA	NA	NA
Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Amb-16S-1034	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	rufus
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Aetherobacter	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Jahnella	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Labilithrix	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Minicystis	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Polyangium	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA
Bacteria	Myxococcota	Polyangia	VHS-B3-70	NA	NA	NA
Bacteria	Myxococcota	Polyangia	NA	NA	NA	NA
Bacteria	Myxococcota	NA	NA	NA	NA	NA
Bacteria	NB1-j	NA	NA	NA	NA	NA
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	japonica
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	lenta
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	nitrificans
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA	NA
Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
Bacteria	Patescibacteria	CPR2	NA	NA	NA	NA
Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA
Bacteria	Patescibacteria	Gracilibacteria	Candidatus Abawacabacteria	NA	NA	NA
Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA
Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA	NA
Bacteria	Patescibacteria	Microgenomatia	Candidatus Woykebacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Adlerbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Liptonbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	NA	NA	NA
Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38	NA	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	YM_S32_TM7_50_20	NA	NA
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
Bacteria	Patescibacteria	NA	NA	NA	NA	NA
Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	NA
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	NA
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	NA	NA	NA
Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	NA
Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	massiliana
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Tuwongella	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella	NA
Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	NA
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus	NA
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria	NA
Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA	NA
Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
Bacteria	Planctomycetota	NA	NA	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Muricoccus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paracraurococcus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	aeriglobus
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	aerilata
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	ludipueritiae
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	vinacea
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Siccirubricoccus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Desertibacter	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	aerolata
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	solisilvae
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	basaltis
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	terrae
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	fusiformis
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	profundus
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	koreense
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	mobile
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	muchangponense
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	rigui
Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	soli
Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Lacibacterium	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	soli
Bacteria	Proteobacteria	Alphaproteobacteria	Ferrovibrionales	Taonella	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Candidatus Bealeia	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	palustre
Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA	NA
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus	NA
