"Common","Scientific","Functional","Native","Year","Quadrat","Cover","Station"
"Fluffgrass","Erioneuron pulchellum","Perennial grass","Native",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Fluffgrass","Erioneuron pulchellum","Perennial grass","Native",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Fluffgrass","Erioneuron pulchellum","Perennial grass","Native",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Fluffgrass","Erioneuron pulchellum","Perennial grass","Native",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2014-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2014-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2014-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Slender grama","Bouteloua repens","Perennial grass","Native",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2014-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2014-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2014-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Buffelgrass","Pennisetum ciliare","Perennial grass","Invasive",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2014-11-01,"2L",15,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2014-11-01,"1L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2014-11-01,"2R",0.5,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"1R",0.5,"Channel 21_Station 07 + 49.5 ORD"
"Annual grass (year summed)",NA,"Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2014-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Needle grama","Bouteloua aristidoides","Annual grass","Native",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"1L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"3L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"2L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"3L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"2L",2.5,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2014-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Sixweek threeawn","Aristida adscensionis","Annual grass","Native",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2018-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-03-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2012-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"3L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2013-11-01,"3R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2014-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Cupgrass","Eriochloa","Annual grass","Unknown native status",2015-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2021-11-01,"2R",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"2L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"1L",0,"Channel 21_Station 07 + 49.5 ORD"
"Annual panic","Panicum","Annual grass","Unknown native status",2018-11-01,"1R",0,"Channel 21_Station 07 + 49.5 ORD"
