"Common","Scientific","Functional","Native","Year","Quadrat","Cover","Station"
"Velvet mesquite","Prosopis velutina","Tree","Native",2012-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2012-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"3L",62.5,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2013-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2014-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2014-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2014-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2014-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2015-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2015-11-01,"1L",0.5,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2015-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Velvet mesquite","Prosopis velutina","Tree","Native",2015-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2021-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2021-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2021-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2021-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2018-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2018-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2018-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2018-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2012-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2013-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2014-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2014-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2014-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2014-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2015-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2015-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2015-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Foothill palo verde","Parkinsonia microphylla","Tree","Native",2015-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2021-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2021-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2021-11-01,"1R",0.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2021-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2018-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2018-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2018-11-01,"1R",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2018-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"3L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"1R",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2012-11-01,"3R",0.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"3L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"1L",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2013-11-01,"3R",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2014-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2014-11-01,"1L",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2014-11-01,"1R",2.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2014-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2015-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2015-11-01,"1L",0.5,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2015-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Rock","> 3 inches","Ground cover","Ground cover",2015-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2021-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2021-11-01,"1L",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2021-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2021-11-01,"2R",0.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2018-11-01,"2L",0.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2018-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2018-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2018-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"3L",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2012-11-01,"3R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"3L",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"1L",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2013-11-01,"3R",37.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2014-11-01,"2L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2014-11-01,"1L",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2014-11-01,"1R",2.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2014-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2015-11-01,"2L",0.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2015-11-01,"1L",0.5,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2015-11-01,"1R",15,"Channel 12_Station 1 + 52"
"Gravel","> 1/4 inch","Ground cover","Ground cover",2015-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2021-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2021-11-01,"1L",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2021-11-01,"1R",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2021-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2018-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2018-11-01,"1L",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2018-11-01,"1R",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2018-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"3L",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"2L",85,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"1L",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"1R",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2012-11-01,"3R",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"3L",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"2L",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"1L",85,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"1R",85,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2013-11-01,"3R",15,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2014-11-01,"2L",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2014-11-01,"1L",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2014-11-01,"1R",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2014-11-01,"2R",37.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2015-11-01,"2L",85,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2015-11-01,"1L",97.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2015-11-01,"1R",62.5,"Channel 12_Station 1 + 52"
"Soil","< 1/4 inch","Ground cover","Ground cover",2015-11-01,"2R",37.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2021-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2021-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2021-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2021-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2018-11-01,"2L",0.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2018-11-01,"1L",0.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2018-11-01,"1R",0.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2018-11-01,"2R",15,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2012-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2013-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2014-11-01,"2L",15,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2014-11-01,"1L",0.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2014-11-01,"1R",2.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2014-11-01,"2R",2.5,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2015-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2015-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2015-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Litter",NA,"Ground cover","Ground cover",2015-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2021-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2021-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2021-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2021-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2018-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2018-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2018-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2018-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"3L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-03-01,"3R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2012-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"3L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2013-11-01,"3R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2014-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2014-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2014-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2014-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2015-11-01,"2L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2015-11-01,"1L",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2015-11-01,"1R",0,"Channel 12_Station 1 + 52"
"Biocrust",NA,"Ground cover","Ground cover",2015-11-01,"2R",0,"Channel 12_Station 1 + 52"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2021-11-01,"2L",2.5,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2021-11-01,"1L",0.5,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2021-11-01,"1R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2021-11-01,"2R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2018-11-01,"2L",0.5,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2018-11-01,"1L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2018-11-01,"1R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2018-11-01,"2R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"3L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"2L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"1L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"1R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"2R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-03-01,"3R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"3L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"2L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"1L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"1R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"2R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2012-11-01,"3R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2013-11-01,"3L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2013-11-01,"2L",2.5,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2013-11-01,"1L",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2013-11-01,"1R",0,"Channel 12_Station 1 + 83"
"Lehmann lovegrass","Eragrostis lehmanniana","Perennial grass","Invasive",2013-11-01,"2R",0,"Channel 12_Station 1 + 83"
