"PlotTimeID","Year","Channel","Station","station.trt","channel.trt","up.trt","inch.trt","inwood","Cover"
104,"2013-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native herb",11.4166666666667
104,"2013-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native woody",58.3333333333333
104,"2013-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.416666666666667
105,"2013-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",3.33333333333333
105,"2013-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Native herb",10.5
105,"2013-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Native woody",17.5833333333333
105,"2013-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",3
106,"2013-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",2.58333333333333
106,"2013-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Native herb",20.5
106,"2013-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Native woody",41.25
106,"2013-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.25
107,"2013-11-01","Channel 19","Station 09 + 68","No treatment","Channel 19: Upland treatment",1,0,"Native herb",13.5
107,"2013-11-01","Channel 19","Station 09 + 68","No treatment","Channel 19: Upland treatment",1,0,"Native woody",27.9166666666667
107,"2013-11-01","Channel 19","Station 09 + 68","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.0833333333333333
108,"2013-11-01","Channel 19","Station 10 + 98","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",5.41666666666667
108,"2013-11-01","Channel 19","Station 10 + 98","No treatment","Channel 19: Upland treatment",1,0,"Native herb",7.66666666666667
108,"2013-11-01","Channel 19","Station 10 + 98","No treatment","Channel 19: Upland treatment",1,0,"Native woody",21.6666666666667
109,"2013-11-01","Channel 21","Station 01 + 07.5 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",1.41666666666667
109,"2013-11-01","Channel 21","Station 01 + 07.5 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",3.66666666666667
109,"2013-11-01","Channel 21","Station 01 + 07.5 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",16.6666666666667
109,"2013-11-01","Channel 21","Station 01 + 07.5 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",1.25
110,"2013-11-01","Channel 21","Station 01 + 49 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",2.66666666666667
110,"2013-11-01","Channel 21","Station 01 + 49 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",5.04166666666667
110,"2013-11-01","Channel 21","Station 01 + 49 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",12.0833333333333
110,"2013-11-01","Channel 21","Station 01 + 49 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Unknown herb",0.708333333333333
111,"2013-11-01","Channel 21","Station 02 + 15 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",8.83333333333333
111,"2013-11-01","Channel 21","Station 02 + 15 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",3.83333333333333
111,"2013-11-01","Channel 21","Station 02 + 15 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",6.25
112,"2013-11-01","Channel 21","Station 03 + 80 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",0.833333333333333
112,"2013-11-01","Channel 21","Station 03 + 80 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",3
112,"2013-11-01","Channel 21","Station 03 + 80 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",19.1666666666667
112,"2013-11-01","Channel 21","Station 03 + 80 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",0.416666666666667
113,"2013-11-01","Channel 21","Station 04 + 90 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",0.25
113,"2013-11-01","Channel 21","Station 04 + 90 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",1.41666666666667
113,"2013-11-01","Channel 21","Station 04 + 90 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",2.5
113,"2013-11-01","Channel 21","Station 04 + 90 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Unknown herb",0.0833333333333333
114,"2013-11-01","Channel 21","Station 06 + 36 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",3
114,"2013-11-01","Channel 21","Station 06 + 36 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",4
114,"2013-11-01","Channel 21","Station 06 + 36 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",16.75
115,"2013-11-01","Channel 21","Station 07 + 49.5 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",0.583333333333333
115,"2013-11-01","Channel 21","Station 07 + 49.5 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",4.75
115,"2013-11-01","Channel 21","Station 07 + 49.5 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",16.75
116,"2013-11-01","Channel 21","Station 07 + 66 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",0.666666666666667
116,"2013-11-01","Channel 21","Station 07 + 66 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",0.0833333333333333
116,"2013-11-01","Channel 21","Station 07 + 66 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",0.0833333333333333
117,"2013-11-01","Channel 21","Station 08 + 62 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",3.41666666666667
117,"2013-11-01","Channel 21","Station 08 + 62 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",0.0833333333333333
117,"2013-11-01","Channel 21","Station 08 + 62 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",12.6666666666667
117,"2013-11-01","Channel 21","Station 08 + 62 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",0.0833333333333333
118,"2013-11-01","Channel 21","Station 09 + 99 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",0.5
118,"2013-11-01","Channel 21","Station 09 + 99 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",2.41666666666667
118,"2013-11-01","Channel 21","Station 09 + 99 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",12.9166666666667
119,"2013-11-01","Channel 21","Station 10 + 13 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",0.0833333333333333
119,"2013-11-01","Channel 21","Station 10 + 13 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",2.58333333333333
119,"2013-11-01","Channel 21","Station 10 + 13 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",49.5833333333333
119,"2013-11-01","Channel 21","Station 10 + 13 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",0.583333333333333
120,"2013-11-01","Channel 21","Station 11 + 12 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",8.83333333333333
120,"2013-11-01","Channel 21","Station 11 + 12 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",3.66666666666667
120,"2013-11-01","Channel 21","Station 11 + 12 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",31
120,"2013-11-01","Channel 21","Station 11 + 12 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Unknown herb",0.0833333333333333
121,"2013-11-01","Channel 21","Station 11 + 24 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",9.16666666666667
121,"2013-11-01","Channel 21","Station 11 + 24 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",3.75
121,"2013-11-01","Channel 21","Station 11 + 24 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",12.5833333333333
121,"2013-11-01","Channel 21","Station 11 + 24 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Unknown herb",0.5
122,"2013-11-01","Channel 21","Station 11 + 63 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Invasive herb",3.83333333333333
122,"2013-11-01","Channel 21","Station 11 + 63 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native herb",8.875
122,"2013-11-01","Channel 21","Station 11 + 63 ORD","One station dam","Channel 21: In-channel treatment",0,1,"Native woody",22.5833333333333
123,"2013-11-01","Channel 21","Station 11 + 73 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Invasive herb",2.66666666666667
123,"2013-11-01","Channel 21","Station 11 + 73 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native herb",3.58333333333333
123,"2013-11-01","Channel 21","Station 11 + 73 BAF","Baffle","Channel 21: In-channel treatment",0,1,"Native woody",19.6666666666667
124,"2014-11-01","Channel 12","Station 1 + 04","No treatment","Channel 12: No treatment",0,0,"Native herb",12.5
124,"2014-11-01","Channel 12","Station 1 + 04","No treatment","Channel 12: No treatment",0,0,"Native woody",11.375
124,"2014-11-01","Channel 12","Station 1 + 04","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.875
125,"2014-11-01","Channel 12","Station 1 + 52","No treatment","Channel 12: No treatment",0,0,"Native herb",13.375
125,"2014-11-01","Channel 12","Station 1 + 52","No treatment","Channel 12: No treatment",0,0,"Native woody",11.875
125,"2014-11-01","Channel 12","Station 1 + 52","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.125
126,"2014-11-01","Channel 12","Station 1 + 83","No treatment","Channel 12: No treatment",0,0,"Native herb",16.625
126,"2014-11-01","Channel 12","Station 1 + 83","No treatment","Channel 12: No treatment",0,0,"Native woody",36.375
126,"2014-11-01","Channel 12","Station 1 + 83","No treatment","Channel 12: No treatment",0,0,"Unknown herb",1.25
127,"2014-11-01","Channel 12","Station 2 + 63","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.125
127,"2014-11-01","Channel 12","Station 2 + 63","No treatment","Channel 12: No treatment",0,0,"Native herb",7.125
127,"2014-11-01","Channel 12","Station 2 + 63","No treatment","Channel 12: No treatment",0,0,"Native woody",8.75
127,"2014-11-01","Channel 12","Station 2 + 63","No treatment","Channel 12: No treatment",0,0,"Unknown herb",8.25
128,"2014-11-01","Channel 12","Station 2 + 98","No treatment","Channel 12: No treatment",0,0,"Invasive herb",3.75
128,"2014-11-01","Channel 12","Station 2 + 98","No treatment","Channel 12: No treatment",0,0,"Native herb",6.75
128,"2014-11-01","Channel 12","Station 2 + 98","No treatment","Channel 12: No treatment",0,0,"Native woody",39
128,"2014-11-01","Channel 12","Station 2 + 98","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.125
129,"2014-11-01","Channel 12","Station 3 + 93","No treatment","Channel 12: No treatment",0,0,"Native herb",5.125
129,"2014-11-01","Channel 12","Station 3 + 93","No treatment","Channel 12: No treatment",0,0,"Native woody",20.625
129,"2014-11-01","Channel 12","Station 3 + 93","No treatment","Channel 12: No treatment",0,0,"Unknown herb",1
130,"2014-11-01","Channel 12","Station 4 + 00","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.5
130,"2014-11-01","Channel 12","Station 4 + 00","No treatment","Channel 12: No treatment",0,0,"Native herb",6.25
130,"2014-11-01","Channel 12","Station 4 + 00","No treatment","Channel 12: No treatment",0,0,"Native woody",51.25
130,"2014-11-01","Channel 12","Station 4 + 00","No treatment","Channel 12: No treatment",0,0,"Unknown herb",4.25
131,"2014-11-01","Channel 12","Station 4 + 09","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.875
131,"2014-11-01","Channel 12","Station 4 + 09","No treatment","Channel 12: No treatment",0,0,"Native herb",2.25
131,"2014-11-01","Channel 12","Station 4 + 09","No treatment","Channel 12: No treatment",0,0,"Native woody",21.375
131,"2014-11-01","Channel 12","Station 4 + 09","No treatment","Channel 12: No treatment",0,0,"Unknown herb",1.125
132,"2014-11-01","Channel 12","Station 4 + 56","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.125
132,"2014-11-01","Channel 12","Station 4 + 56","No treatment","Channel 12: No treatment",0,0,"Native herb",10.5
132,"2014-11-01","Channel 12","Station 4 + 56","No treatment","Channel 12: No treatment",0,0,"Native woody",20.625
132,"2014-11-01","Channel 12","Station 4 + 56","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.25
133,"2014-11-01","Channel 12","Station 4 + 65","No treatment","Channel 12: No treatment",0,0,"Native herb",2.125
133,"2014-11-01","Channel 12","Station 4 + 65","No treatment","Channel 12: No treatment",0,0,"Native woody",20
133,"2014-11-01","Channel 12","Station 4 + 65","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.375
134,"2014-11-01","Channel 12","Station 5 + 13","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.25
134,"2014-11-01","Channel 12","Station 5 + 13","No treatment","Channel 12: No treatment",0,0,"Native herb",16.375
134,"2014-11-01","Channel 12","Station 5 + 13","No treatment","Channel 12: No treatment",0,0,"Native woody",18.125
134,"2014-11-01","Channel 12","Station 5 + 13","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.125
135,"2014-11-01","Channel 12","Station 5 + 48","No treatment","Channel 12: No treatment",0,0,"Native herb",3.25
135,"2014-11-01","Channel 12","Station 5 + 48","No treatment","Channel 12: No treatment",0,0,"Native woody",30.875
135,"2014-11-01","Channel 12","Station 5 + 48","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.125
136,"2014-11-01","Channel 12","Station 6 + 30","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.625
136,"2014-11-01","Channel 12","Station 6 + 30","No treatment","Channel 12: No treatment",0,0,"Native herb",2
136,"2014-11-01","Channel 12","Station 6 + 30","No treatment","Channel 12: No treatment",0,0,"Native woody",73.25
136,"2014-11-01","Channel 12","Station 6 + 30","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.75
137,"2014-11-01","Channel 12","Station 6 + 93","No treatment","Channel 12: No treatment",0,0,"Invasive herb",0.125
137,"2014-11-01","Channel 12","Station 6 + 93","No treatment","Channel 12: No treatment",0,0,"Native herb",9.125
137,"2014-11-01","Channel 12","Station 6 + 93","No treatment","Channel 12: No treatment",0,0,"Native woody",75
137,"2014-11-01","Channel 12","Station 6 + 93","No treatment","Channel 12: No treatment",0,0,"Unknown herb",0.25
138,"2014-11-01","Channel 13","Station 1 + 11.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",4.6875
138,"2014-11-01","Channel 13","Station 1 + 11.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",64.5
138,"2014-11-01","Channel 13","Station 1 + 11.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",0.625
139,"2014-11-01","Channel 13","Station 1 + 38.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Invasive herb",0.75
139,"2014-11-01","Channel 13","Station 1 + 38.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",1.5
139,"2014-11-01","Channel 13","Station 1 + 38.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",77.5
140,"2014-11-01","Channel 13","Station 1 + 71 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",6.375
140,"2014-11-01","Channel 13","Station 1 + 71 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",56.25
141,"2014-11-01","Channel 13","Station 1 + 77 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",4.375
141,"2014-11-01","Channel 13","Station 1 + 77 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",63.125
142,"2014-11-01","Channel 13","Station 1 + 99 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",11.3125
142,"2014-11-01","Channel 13","Station 1 + 99 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",28.75
143,"2014-11-01","Channel 13","Station 2 + 16 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",5.125
143,"2014-11-01","Channel 13","Station 2 + 16 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",84.5
143,"2014-11-01","Channel 13","Station 2 + 16 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",0.625
144,"2014-11-01","Channel 13","Station 2 + 57 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Invasive herb",0.625
144,"2014-11-01","Channel 13","Station 2 + 57 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",11.25
144,"2014-11-01","Channel 13","Station 2 + 57 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",13.125
144,"2014-11-01","Channel 13","Station 2 + 57 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",1.25
145,"2014-11-01","Channel 13","Station 2 + 67 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",21.25
145,"2014-11-01","Channel 13","Station 2 + 67 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",50.625
145,"2014-11-01","Channel 13","Station 2 + 67 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",0.875
146,"2014-11-01","Channel 13","Station 3 + 09 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",10
146,"2014-11-01","Channel 13","Station 3 + 09 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",54.75
146,"2014-11-01","Channel 13","Station 3 + 09 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",5
147,"2014-11-01","Channel 13","Station 3 + 31 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Invasive herb",0.25
147,"2014-11-01","Channel 13","Station 3 + 31 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",1.625
147,"2014-11-01","Channel 13","Station 3 + 31 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",28.75
147,"2014-11-01","Channel 13","Station 3 + 31 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",13.125
148,"2014-11-01","Channel 13","Station 3 + 65 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",25
148,"2014-11-01","Channel 13","Station 3 + 65 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",37
148,"2014-11-01","Channel 13","Station 3 + 65 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",0.125
149,"2014-11-01","Channel 13","Station 3 + 95.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Invasive herb",2.625
149,"2014-11-01","Channel 13","Station 3 + 95.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",12.75
149,"2014-11-01","Channel 13","Station 3 + 95.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",23.875
149,"2014-11-01","Channel 13","Station 3 + 95.5 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",1.375
150,"2014-11-01","Channel 13","Station 4 + 14.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",17.25
150,"2014-11-01","Channel 13","Station 4 + 14.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",11.375
150,"2014-11-01","Channel 13","Station 4 + 14.5 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",1.5
151,"2014-11-01","Channel 13","Station 4 + 36 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Invasive herb",3.75
151,"2014-11-01","Channel 13","Station 4 + 36 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",8.25
151,"2014-11-01","Channel 13","Station 4 + 36 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",19.375
151,"2014-11-01","Channel 13","Station 4 + 36 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",1.375
152,"2014-11-01","Channel 13","Station 4 + 50 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Invasive herb",13.25
152,"2014-11-01","Channel 13","Station 4 + 50 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native herb",15.25
152,"2014-11-01","Channel 13","Station 4 + 50 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Native woody",65.125
152,"2014-11-01","Channel 13","Station 4 + 50 BAF","Baffle","Channel 13: In-channel treatment",0,1,"Unknown herb",3.75
153,"2014-11-01","Channel 13","Station 4 + 78 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Invasive herb",4.375
153,"2014-11-01","Channel 13","Station 4 + 78 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native herb",19.625
153,"2014-11-01","Channel 13","Station 4 + 78 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Native woody",27.5
153,"2014-11-01","Channel 13","Station 4 + 78 ORD","One station dam","Channel 13: In-channel treatment",0,1,"Unknown herb",0.25
154,"2014-11-01","Channel 19","Station 01 + 04",NA,NA,NA,NA,NA,NA
155,"2014-11-01","Channel 19","Station 02 + 04","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",1.5
155,"2014-11-01","Channel 19","Station 02 + 04","No treatment","Channel 19: Upland treatment",1,0,"Native herb",20.25
155,"2014-11-01","Channel 19","Station 02 + 04","No treatment","Channel 19: Upland treatment",1,0,"Native woody",62.125
155,"2014-11-01","Channel 19","Station 02 + 04","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.75
156,"2014-11-01","Channel 19","Station 02 + 52","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",0.125
156,"2014-11-01","Channel 19","Station 02 + 52","No treatment","Channel 19: Upland treatment",1,0,"Native herb",49.875
156,"2014-11-01","Channel 19","Station 02 + 52","No treatment","Channel 19: Upland treatment",1,0,"Native woody",40.625
156,"2014-11-01","Channel 19","Station 02 + 52","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",13.875
157,"2014-11-01","Channel 19","Station 03 + 63","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",1
157,"2014-11-01","Channel 19","Station 03 + 63","No treatment","Channel 19: Upland treatment",1,0,"Native herb",11.875
157,"2014-11-01","Channel 19","Station 03 + 63","No treatment","Channel 19: Upland treatment",1,0,"Native woody",43.875
157,"2014-11-01","Channel 19","Station 03 + 63","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.875
158,"2014-11-01","Channel 19","Station 03 + 98","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",29.375
158,"2014-11-01","Channel 19","Station 03 + 98","No treatment","Channel 19: Upland treatment",1,0,"Native herb",38
158,"2014-11-01","Channel 19","Station 03 + 98","No treatment","Channel 19: Upland treatment",1,0,"Native woody",15.75
158,"2014-11-01","Channel 19","Station 03 + 98","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.75
159,"2014-11-01","Channel 19","Station 05 + 00","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",4.625
159,"2014-11-01","Channel 19","Station 05 + 00","No treatment","Channel 19: Upland treatment",1,0,"Native herb",41.75
159,"2014-11-01","Channel 19","Station 05 + 00","No treatment","Channel 19: Upland treatment",1,0,"Native woody",4.5
159,"2014-11-01","Channel 19","Station 05 + 00","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",4.75
160,"2014-11-01","Channel 19","Station 05 + 09","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",0.875
160,"2014-11-01","Channel 19","Station 05 + 09","No treatment","Channel 19: Upland treatment",1,0,"Native herb",22
160,"2014-11-01","Channel 19","Station 05 + 09","No treatment","Channel 19: Upland treatment",1,0,"Native woody",77.5
160,"2014-11-01","Channel 19","Station 05 + 09","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",4.5
161,"2014-11-01","Channel 19","Station 05 + 62","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",0.25
161,"2014-11-01","Channel 19","Station 05 + 62","No treatment","Channel 19: Upland treatment",1,0,"Native herb",9.375
161,"2014-11-01","Channel 19","Station 05 + 62","No treatment","Channel 19: Upland treatment",1,0,"Native woody",0.875
161,"2014-11-01","Channel 19","Station 05 + 62","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",23.125
162,"2014-11-01","Channel 19","Station 06 + 13","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",3.875
162,"2014-11-01","Channel 19","Station 06 + 13","No treatment","Channel 19: Upland treatment",1,0,"Native herb",21
162,"2014-11-01","Channel 19","Station 06 + 13","No treatment","Channel 19: Upland treatment",1,0,"Native woody",0.625
162,"2014-11-01","Channel 19","Station 06 + 13","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",5.25
163,"2014-11-01","Channel 19","Station 06 + 97","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",4.5
163,"2014-11-01","Channel 19","Station 06 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native herb",1.25
163,"2014-11-01","Channel 19","Station 06 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native woody",33.75
163,"2014-11-01","Channel 19","Station 06 + 97","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",16.25
164,"2014-11-01","Channel 19","Station 07 + 30","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",3.75
164,"2014-11-01","Channel 19","Station 07 + 30","No treatment","Channel 19: Upland treatment",1,0,"Native herb",15.5
164,"2014-11-01","Channel 19","Station 07 + 30","No treatment","Channel 19: Upland treatment",1,0,"Native woody",28.125
164,"2014-11-01","Channel 19","Station 07 + 30","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",4.375
165,"2014-11-01","Channel 19","Station 07 + 50","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",3.75
165,"2014-11-01","Channel 19","Station 07 + 50","No treatment","Channel 19: Upland treatment",1,0,"Native herb",14.5
165,"2014-11-01","Channel 19","Station 07 + 50","No treatment","Channel 19: Upland treatment",1,0,"Native woody",33.75
165,"2014-11-01","Channel 19","Station 07 + 50","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",0.625
166,"2014-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",4
166,"2014-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native herb",17.125
166,"2014-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Native woody",34.375
166,"2014-11-01","Channel 19","Station 07 + 97","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",8.75
167,"2014-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",0.125
167,"2014-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Native herb",20.375
167,"2014-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Native woody",4.5
167,"2014-11-01","Channel 19","Station 09 + 05","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",13.75
168,"2014-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",3.875
168,"2014-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Native herb",29.5
168,"2014-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Native woody",15.625
168,"2014-11-01","Channel 19","Station 09 + 26","No treatment","Channel 19: Upland treatment",1,0,"Unknown herb",10.625
169,"2014-11-01","Channel 19","Station 09 + 68","No treatment","Channel 19: Upland treatment",1,0,"Invasive herb",5
169,"2014-11-01","Channel 19","Station 09 + 68","No treatment","Channel 19: Upland treatment",1,0,"Native herb",20.125
